Gene.primaryIdentifier	Gene.name	Gene.symbol	Gene.description	Gene.chr	Gene.mitoEvidenceMitoCarta	Gene.mitoEvidenceIMPI	Gene.mitoEvidenceGO	Gene.mitoEvidenceHumanProteinAtlas	Gene.MTSipsort	Gene.MTSmitofates	Gene.MTSmitoprot	Gene.MTStargetP
ENSG00000076043	25996	REXO2	RNA exonuclease 2	11	true	true	true	true	0.0	0.965	0.8849	0.892
ENSG00000135002	55312	RFK	riboflavin kinase	9	true	true	true	false	0.0	0.299	0.9823	0.737
ENSG00000067560	387	RHOA	ras homolog family member A	3	false	true	true	false	1.0	0.012	0.0514	0.063
ENSG00000155366	389	RHOC	ras homolog family member C	1	false	true	false	false	1.0	0.012	0.0523	0.062
ENSG00000177105	391	RHOG	ras homolog family member G	11	false	true	false	false	0.0	0.004	0.0142	0.064
ENSG00000126858	55288	RHOT1	ras homolog family member T1	17	true	true	true	false	0.0	0.0	0.0849	0.075
ENSG00000140983	89941	RHOT2	ras homolog family member T2	16	true	true	true	false	0.0	0.0	0.1658	0.112
ENSG00000129465	11035	RIPK3	receptor-interacting serine-threonine kinase 3	14	false	true	true	false	0.0	0.0	0.0206	0.066
ENSG00000176623	51115	RMDN1	regulator of microtubule dynamics 1	8	true	true	true	false	1.0	0.997	0.8283	0.894
ENSG00000137824	55177	RMDN3	regulator of microtubule dynamics 3	15	true	true	true	true	0.0	0.038	0.3841	0.459
ENSG00000155906	55005	RMND1	required for meiotic nuclear division 1 homolog	6	true	true	true	true	1.0	0.957	0.9465	0.822
ENSG00000171865	246243	RNASEH1	ribonuclease H1	2	true	true	true	false	0.0	0.542	0.9794	0.809
ENSG00000135828	6041	RNASEL	ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)	1	false	true	true	false	0.0	0.0	0.0045	0.196
ENSG00000171861	55178	RNMTL1	RNA methyltransferase like 1	17	true	true	true	true	1.0	0.377	0.9454	0.883
ENSG00000125995	140823	ROMO1	reactive oxygen species modulator 1	20	true	true	true	false	0.0	0.0	0.1207	0.214
ENSG00000266202	""	RP1-66C13.4	Uncharacterized protein 	17	false	true	false	false	1.0	0.193	0.8722	0.798
ENSG00000260729	""	RP11-106M3.2	Uncharacterized protein 	15	false	true	false	false	0.0	0.012	0.2713	0.214
ENSG00000254536	""	RP11-108K14.8	Mitochondrial GTPase 1 	10	false	true	true	false	0.0	0.0	0.0171	0.092
ENSG00000249773	""	RP11-15K19.2	HCG1984214, isoform CRA_a; Uncharacterized protein 	7	false	true	false	false	0.0	0.0	0.0187	0.059
ENSG00000256591	""	RP11-286N22.8	Uncharacterized protein 	11	false	true	true	false	0.0	0.226	0.9535	0.701
ENSG00000255339	""	RP11-411B6.6	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial; Uncharacterized protein 	10	false	true	true	false	1.0	0.936	0.9705	0.907
ENSG00000249967	""	RP11-548K23.11	Uncharacterized protein 	10	false	true	false	false	0.0	0.933	0.928	0.741
ENSG00000267127	""	RP11-795F19.5	Uncharacterized protein 	18	false	true	false	false	1.0	0.879	0.7156	0.943
ENSG00000262660	""	RP13-1032I1.10	Uncharacterized protein; cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier 	17	false	true	true	false	1.0	0.993	0.9973	0.896
ENSG00000255835	""	RP4-559A3.7	Uncharacterized protein 	1	false	true	false	false	0.0	0.019	0.7538	0.369
ENSG00000280571	""	RP4-613B23.5	Uncharacterized protein 	3	false	true	false	false	0.0	0.0	0.0084	0.064
ENSG00000105640	6142	RPL18A	ribosomal protein L18a	19	false	true	false	false	0.0	0.119	0.9202	0.478
ENSG00000156482	6156	RPL30	ribosomal protein L30	8	false	true	false	false	0.0	0.169	0.8841	0.45
ENSG00000071082	6160	RPL31	ribosomal protein L31	2	false	true	false	false	0.0	0.0	0.0892	0.145
ENSG00000144713	6161	RPL32	ribosomal protein L32	3	false	true	false	false	1.0	0.753	0.9981	0.26
ENSG00000109475	6164	RPL34	ribosomal protein L34	4	true	true	false	false	1.0	0.947	0.9998	0.749
ENSG00000182899	6165	RPL35A	ribosomal protein L35a	3	true	true	true	false	0.0	0.839	0.8125	0.791
ENSG00000197756	6168	RPL37A	ribosomal protein L37a	2	false	true	false	false	0.0	0.801	0.958	0.228
ENSG00000172809	6169	RPL38	ribosomal protein L38	17	false	true	false	false	0.0	0.0	0.1295	0.102
ENSG00000161016	6132	RPL8	ribosomal protein L8	8	false	true	false	false	0.0	0.012	0.992	0.728
ENSG00000089157	6175	RPLP0	ribosomal protein, large, P0	12	false	true	false	false	0.0	0.01	0.0559	0.113
ENSG00000255154	""	RPP14	Hydroxyacyl-thioester dehydratase type 2, mitochondrial 	3	false	true	true	true	0.0	0.099	0.6693	0.595
ENSG00000134419	6210	RPS15A	ribosomal protein S15a	16	true	true	false	false	1.0	0.426	0.1009	0.355
ENSG00000105193	6217	RPS16	ribosomal protein S16	19	false	true	false	false	0.0	0.016	0.7804	0.477
ENSG00000231500	""	RPS18	ribosomal protein S18	6	false	true	false	false	1.0	0.209	0.8858	0.249
ENSG00000156990	285367	RPUSD3	RNA pseudouridylate synthase domain containing 3	3	true	true	true	false	0.0	0.758	0.869	0.83
ENSG00000165526	84881	RPUSD4	RNA pseudouridylate synthase domain containing 4	11	true	true	true	true	1.0	0.082	0.6972	0.484
ENSG00000136444	55316	RSAD1	radical S-adenosyl methionine domain containing 1	17	true	true	true	false	1.0	0.788	0.9097	0.865
ENSG00000134321	91543	RSAD2	radical S-adenosyl methionine domain containing 2	2	false	true	true	false	1.0	0.604	0.9828	0.568
ENSG00000130347	84816	RTN4IP1	reticulon 4 interacting protein 1	6	true	true	true	false	1.0	0.762	0.9783	0.798
ENSG00000198838	6263	RYR3	ryanodine receptor 3	15	false	true	false	false	0.0	0.0	4.0E-4	0.041
ENSG00000211456	22908	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast)	3	false	true	false	false	0.0	0.0	0.007	0.035
ENSG00000151835	26278	SACS	sacsin molecular chaperone	13	false	true	true	false	0.0	0.019	0.0428	0.085
ENSG00000100347	25813	SAMM50	SAMM50 sorting and assembly machinery component	22	true	true	true	true	0.0	0.0	0.0502	0.122
ENSG00000123453	1757	SARDH	sarcosine dehydrogenase	9	true	true	true	true	1.0	0.735	0.9849	0.957
ENSG00000104835	54938	SARS2	seryl-tRNA synthetase 2, mitochondrial	19	true	true	true	false	1.0	0.917	0.9857	0.923
ENSG00000141504	112483	SAT2	spermidine/spermine N1-acetyltransferase family member 2	17	false	true	false	false	0.0	0.0	0.1226	0.106
ENSG00000143653	51097	SCCPDH	saccharopine dehydrogenase (putative)	1	true	true	true	false	0.0	0.003	0.0356	0.116
ENSG00000133028	6341	SCO1	SCO1 cytochrome c oxidase assembly protein	17	true	true	true	false	1.0	0.996	0.9649	0.806
ENSG00000130489	9997	SCO2	SCO2 cytochrome c oxidase assembly protein	22	true	true	true	true	1.0	0.996	0.9054	0.937
ENSG00000116171	6342	SCP2	sterol carrier protein 2	1	true	true	true	false	0.0	0.017	0.3542	0.324
ENSG00000121064	59342	SCPEP1	serine carboxypeptidase 1	17	false	true	false	false	0.0	0.0	0.1154	0.04
ENSG00000073578	6389	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	5	true	true	true	true	1.0	0.995	0.9727	0.922
ENSG00000205138	644096	SDHAF1	succinate dehydrogenase complex assembly factor 1	19	true	true	true	true	1.0	0.09	0.2863	0.909
ENSG00000167985	54949	SDHAF2	succinate dehydrogenase complex assembly factor 2	11	true	true	true	false	0.0	0.306	0.9319	0.738
ENSG00000196636	57001	SDHAF3	succinate dehydrogenase complex assembly factor 3	7	true	true	true	true	1.0	0.8	0.9755	0.791
ENSG00000154079	135154	SDHAF4	succinate dehydrogenase complex assembly factor 4	6	true	true	true	true	1.0	0.238	0.9745	0.694
ENSG00000117118	6390	SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	1	true	true	true	true	1.0	0.963	0.9626	0.936
ENSG00000143252	6391	SDHC	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	1	true	true	true	false	1.0	0.992	0.9818	0.844
ENSG00000204370	6392	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein	11	true	true	true	false	0.0	0.996	0.9357	0.824
ENSG00000100445	56948	SDR39U1	short chain dehydrogenase/reductase family 39U, member 1	14	true	true	false	false	0.0	0.025	0.9243	0.551
ENSG00000073169	""	SELO	selenoprotein O	22	true	true	false	false	0.0	0.007	0.9344	0.902
ENSG00000108387	5414	SEPT4	septin 4	17	true	true	true	false	0.0	0.0	0.0255	0.085
ENSG00000184702	5413	SEPT5	septin 5	22	false	true	false	false	0.0	0.03	0.0704	0.163
ENSG00000122335	84947	SERAC1	serine active site containing 1	6	true	true	true	false	1.0	0.297	0.7528	0.443
ENSG00000155542	133383	SETD9	SET domain containing 9	5	true	true	false	false	1.0	0.852	0.9968	0.859
ENSG00000164466	94081	SFXN1	sideroflexin 1	5	true	true	true	true	0.0	0.004	0.0067	0.123
ENSG00000156398	118980	SFXN2	sideroflexin 2	10	true	true	true	true	0.0	0.0	0.1164	0.163
ENSG00000107819	81855	SFXN3	sideroflexin 3	10	true	true	true	true	0.0	0.0	0.0088	0.084
ENSG00000183605	119559	SFXN4	sideroflexin 4	10	true	true	true	false	0.0	0.0	0.1646	0.119
ENSG00000144040	94097	SFXN5	sideroflexin 5	2	true	true	true	true	0.0	0.0	0.0673	0.24
ENSG00000097033	51100	SH3GLB1	SH3-domain GRB2-like endophilin B1	1	false	true	true	false	0.0	0.006	0.0317	0.127
ENSG00000160691	6464	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	1	false	true	true	false	0.0	0.0	0.0073	0.117
ENSG00000176974	6470	SHMT1	serine hydroxymethyltransferase 1 (soluble)	17	true	true	true	false	0.0	0.0	0.0106	0.079
ENSG00000182199	6472	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)	12	true	true	true	true	1.0	0.996	0.9084	0.898
ENSG00000215475	283514	SIAH3	siah E3 ubiquitin protein ligase family member 3	13	false	true	true	false	0.0	0.5	0.5578	0.325
ENSG00000142082	23410	SIRT3	sirtuin 3	11	true	true	true	false	0.0	0.411	0.7455	0.555
ENSG00000089163	23409	SIRT4	sirtuin 4	12	true	true	true	false	1.0	0.047	0.9036	0.843
ENSG00000124523	23408	SIRT5	sirtuin 5	6	true	true	true	true	1.0	0.725	0.8054	0.589
ENSG00000110911	4891	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2	12	false	true	true	true	0.0	0.0	0.0038	0.06
ENSG00000079215	6507	SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	5	false	true	true	true	0.0	0.052	0.0489	0.202
ENSG00000100075	6576	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1	22	true	true	true	false	1.0	0.779	0.1374	0.676
ENSG00000183048	1468	SLC25A10	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10	17	true	true	true	false	0.0	0.007	0.2089	0.312
ENSG00000108528	8402	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	17	true	true	true	false	0.0	0.019	0.1431	0.164
ENSG00000115840	8604	SLC25A12	solute carrier family 25 (aspartate/glutamate carrier), member 12	2	true	true	true	false	0.0	0.0	0.086	0.302
ENSG00000004864	10165	SLC25A13	solute carrier family 25 (aspartate/glutamate carrier), member 13	7	true	true	true	true	1.0	0.188	0.1815	0.364
ENSG00000102078	9016	SLC25A14	solute carrier family 25 (mitochondrial carrier, brain), member 14	X	true	true	true	true	0.0	0.026	0.0435	0.201
ENSG00000102743	10166	SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15	13	true	true	true	false	0.0	0.003	0.0357	0.041
ENSG00000122912	8034	SLC25A16	solute carrier family 25 (mitochondrial carrier), member 16	10	true	true	true	false	0.0	0.0	0.2407	0.181
ENSG00000100372	10478	SLC25A17	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17	22	true	true	true	false	0.0	0.0	0.0426	0.077
ENSG00000182902	83733	SLC25A18	solute carrier family 25 (glutamate carrier), member 18	22	true	true	true	false	0.0	0.012	0.1317	0.022
ENSG00000125454	60386	SLC25A19	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19	17	true	true	true	false	0.0	0.004	0.0076	0.249
ENSG00000120329	83884	SLC25A2	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 2	5	false	true	true	false	0.0	0.003	0.0139	0.046
ENSG00000178537	788	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	3	true	true	true	true	0.0	0.072	0.0144	0.037
ENSG00000183032	89874	SLC25A21	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21	14	true	true	true	false	0.0	0.013	0.8247	0.128
ENSG00000177542	79751	SLC25A22	solute carrier family 25 (mitochondrial carrier: glutamate), member 22	11	true	true	true	true	0.0	0.014	0.0165	0.023
ENSG00000125648	79085	SLC25A23	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	19	true	true	true	false	0.0	0.0	0.0566	0.204
ENSG00000085491	29957	SLC25A24	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24	1	true	true	true	true	0.0	0.067	0.8789	0.103
ENSG00000148339	114789	SLC25A25	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25	9	true	true	true	true	0.0	0.0	0.0451	0.099
ENSG00000144741	115286	SLC25A26	solute carrier family 25 (S-adenosylmethionine carrier), member 26	3	true	true	true	true	0.0	0.0	0.0145	0.043
ENSG00000153291	9481	SLC25A27	solute carrier family 25, member 27	6	true	true	true	false	0.0	0.012	0.089	0.057
ENSG00000155287	81894	SLC25A28	solute carrier family 25 (mitochondrial iron transporter), member 28	10	true	true	true	false	0.0	0.0	0.0188	0.092
ENSG00000197119	123096	SLC25A29	solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29	14	true	true	true	false	0.0	0.004	0.0106	0.088
ENSG00000075415	5250	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	12	true	true	true	true	0.0	0.86	0.1003	0.54
ENSG00000174032	253512	SLC25A30	solute carrier family 25, member 30	13	true	true	true	false	0.0	0.007	0.0564	0.064
ENSG00000151475	83447	SLC25A31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	4	true	true	true	true	0.0	0.006	0.2919	0.097
ENSG00000164933	81034	SLC25A32	solute carrier family 25 (mitochondrial folate carrier), member 32	8	true	true	true	false	0.0	0.054	0.503	0.743
ENSG00000171612	84275	SLC25A33	solute carrier family 25 (pyrimidine nucleotide carrier), member 33	1	true	true	true	false	0.0	0.004	0.2876	0.07
ENSG00000162461	284723	SLC25A34	solute carrier family 25, member 34	1	true	true	true	true	0.0	0.0	0.0148	0.017
ENSG00000125434	399512	SLC25A35	solute carrier family 25, member 35	17	true	true	true	true	0.0	0.007	0.0076	0.055
ENSG00000114120	55186	SLC25A36	solute carrier family 25 (pyrimidine nucleotide carrier), member 36	3	true	true	true	true	0.0	0.005	0.051	0.047
ENSG00000147454	51312	SLC25A37	solute carrier family 25 (mitochondrial iron transporter), member 37	8	true	true	true	false	0.0	0.0	0.3886	0.345
ENSG00000144659	54977	SLC25A38	solute carrier family 25, member 38	3	true	true	true	false	0.0	0.003	0.0362	0.113
ENSG00000013306	51629	SLC25A39	solute carrier family 25, member 39	17	true	true	true	false	0.0	0.0	0.0625	0.041
ENSG00000151729	291	SLC25A4	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4	4	true	true	true	false	0.0	0.022	0.2422	0.069
ENSG00000075303	55972	SLC25A40	solute carrier family 25, member 40	7	true	true	true	false	0.0	0.003	0.0212	0.027
ENSG00000181240	284427	SLC25A41	solute carrier family 25, member 41	19	true	true	true	false	1.0	0.101	0.383	0.332
ENSG00000181035	284439	SLC25A42	solute carrier family 25, member 42	19	true	true	true	true	0.0	0.007	0.0694	0.347
ENSG00000077713	203427	SLC25A43	solute carrier family 25, member 43	X	true	true	true	false	0.0	0.435	0.9235	0.233
ENSG00000160785	9673	SLC25A44	solute carrier family 25, member 44	1	true	true	true	false	0.0	0.007	0.007	0.031
ENSG00000162241	283130	SLC25A45	solute carrier family 25, member 45	11	true	true	true	false	0.0	0.011	0.0716	0.056
ENSG00000164209	91137	SLC25A46	solute carrier family 25, member 46	5	true	true	true	true	0.0	0.008	0.0654	0.166
ENSG00000145832	153328	SLC25A48	solute carrier family 25, member 48	5	true	true	true	false	0.0	0.003	0.0131	0.031
ENSG00000005022	292	SLC25A5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	X	true	true	true	false	0.0	0.007	0.2049	0.103
ENSG00000141437	147407	SLC25A52	solute carrier family 25, member 52	18	false	true	true	false	0.0	0.003	0.0318	0.131
ENSG00000269743	401612	SLC25A53	solute carrier family 25, member 53	X	false	true	true	false	0.0	0.061	0.0094	0.201
ENSG00000169100	293	SLC25A6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	X	true	true	true	false	0.0	0.005	0.1499	0.093
ENSG00000014824	10463	SLC30A9	solute carrier family 30 (zinc transporter), member 9	4	true	true	false	false	1.0	0.978	0.7325	0.942
ENSG00000124786	51000	SLC35B3	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3	6	false	true	true	false	0.0	0.0	0.0311	0.072
ENSG00000004939	6521	SLC4A1	solute carrier family 4 (anion exchanger), member 1 (Diego blood group)	17	false	true	false	false	0.0	0.0	0.0133	0.066
ENSG00000089060	80024	SLC8B1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	12	false	true	true	false	0.0	0.345	0.5265	0.571
ENSG00000198689	10479	SLC9A6	solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6	X	false	true	true	false	1.0	0.876	0.9963	0.665
ENSG00000164038	133308	SLC9B2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	4	false	true	true	false	0.0	0.0	0.011	0.091
ENSG00000119705	81892	SLIRP	SRA stem-loop interacting RNA binding protein	14	true	true	true	true	1.0	0.99	0.9822	0.966
ENSG00000163206	4184	SMCP	sperm mitochondria-associated cysteine-rich protein	1	false	true	true	false	0.0	0.008	0.0065	0.083
ENSG00000183172	""	SMDT1	single-pass membrane protein with aspartate-rich tail 1	22	true	true	true	true	1.0	0.55	0.7112	0.866
ENSG00000163866	113444	SMIM12	small integral membrane protein 12	1	false	true	false	true	0.0	0.161	0.2706	0.071
ENSG00000250317	389203	SMIM20	small integral membrane protein 20	4	false	true	false	false	0.0	0.024	0.3998	0.542
ENSG00000198742	57154	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	7	false	true	true	false	1.0	0.509	0.8387	0.616
ENSG00000099940	9342	SNAP29	synaptosomal-associated protein, 29kDa	22	true	true	false	false	0.0	0.0	0.0195	0.051
ENSG00000145335	6622	SNCA	synuclein, alpha (non A4 component of amyloid precursor)	4	false	true	true	false	0.0	0.0	0.1183	0.056
ENSG00000142168	6647	SOD1	superoxide dismutase 1, soluble	21	true	true	true	false	0.0	0.0	0.0101	0.081
ENSG00000112096	6648	SOD2	superoxide dismutase 2, mitochondrial	6	true	true	true	false	1.0	0.996	0.9626	0.762
ENSG00000124766	6659	SOX4	SRY (sex determining region Y)-box 4	6	false	true	true	true	0.0	0.0	0.0194	0.082
ENSG00000163071	132671	SPATA18	spermatogenesis associated 18	4	false	true	true	false	0.0	0.01	0.2578	0.137
ENSG00000166118	219938	SPATA19	spermatogenesis associated 19	11	true	true	true	false	0.0	0.008	0.4785	0.079
ENSG00000006282	64847	SPATA20	spermatogenesis associated 20	17	true	true	false	false	1.0	1.0	0.9216	0.883
ENSG00000145375	166378	SPATA5	spermatogenesis associated 5	4	false	true	true	false	0.0	0.009	0.1948	0.807
ENSG00000197912	6687	SPG7	spastic paraplegia 7 (pure and complicated autosomal recessive)	16	true	true	true	false	1.0	0.741	0.931	0.822
ENSG00000169682	83985	SPNS1	spinster homolog 1 (Drosophila)	16	false	true	true	false	0.0	0.0	0.0035	0.064
ENSG00000116096	6697	SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	2	true	true	true	false	0.0	0.012	0.8397	0.467
ENSG00000176422	283377	SPRYD4	SPRY domain containing 4	12	true	true	true	false	1.0	0.904	0.9889	0.937
ENSG00000137767	58472	SQRDL	sulfide quinone reductase-like (yeast)	15	true	true	true	true	0.0	0.06	0.2654	0.75
ENSG00000144867	58477	SRPRB	signal recognition particle receptor, B subunit	3	false	true	false	false	0.0	0.0	0.008	0.19
ENSG00000106028	""	SSBP1	single-stranded DNA binding protein 1, mitochondrial	7	true	true	true	true	0.0	0.966	0.8367	0.829
ENSG00000147465	6770	STAR	steroidogenic acute regulatory protein	8	true	true	true	false	0.0	0.823	0.9905	0.841
ENSG00000084090	56910	STARD7	StAR-related lipid transfer (START) domain containing 7	2	true	true	true	false	0.0	0.997	0.9987	0.842
ENSG00000168610	6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	17	false	true	true	false	0.0	0.004	0.1495	0.136
ENSG00000118046	6794	STK11	serine/threonine kinase 11	19	false	true	true	false	0.0	0.0	0.0076	0.072
ENSG00000165283	30968	STOML2	stomatin (EPB72)-like 2	9	true	true	true	false	1.0	1.0	0.9904	0.958
ENSG00000136874	55014	STX17	syntaxin 17	9	true	true	true	false	0.0	0.0	0.05	0.106
ENSG00000136143	8803	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit	13	true	true	true	true	1.0	0.826	0.9549	0.945
ENSG00000163541	8802	SUCLG1	succinate-CoA ligase, alpha subunit	2	true	true	true	true	0.0	0.421	0.3309	0.409
ENSG00000172340	8801	SUCLG2	succinate-CoA ligase, GDP-forming, beta subunit	3	true	true	true	true	1.0	0.964	0.9343	0.908
ENSG00000175600	79783	SUGCT	succinyl-CoA:glutarate-CoA transferase	7	true	true	true	false	1.0	0.618	0.9767	0.604
ENSG00000139531	6821	SUOX	sulfite oxidase	12	true	true	true	false	1.0	0.91	0.8689	0.851
ENSG00000156502	6832	SUPV3L1	suppressor of var1, 3-like 1 (S. cerevisiae)	10	true	true	true	false	1.0	0.506	0.9525	0.932
ENSG00000148290	""	SURF1	surfeit 1	9	true	true	true	false	1.0	0.989	0.9971	0.918
ENSG00000213463	55333	SYNJ2BP	synaptojanin 2 binding protein	14	true	true	true	true	0.0	0.0	0.0169	0.071
ENSG00000136463	51204	TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	17	true	true	true	true	1.0	0.954	0.9844	0.898
ENSG00000165632	83860	TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	10	false	true	false	false	0.0	0.019	0.7163	0.137
ENSG00000186051	6887	TAL2	T-cell acute lymphocytic leukemia 2	9	false	true	false	false	1.0	0.607	0.719	0.643
ENSG00000144559	132001	TAMM41	TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)	3	true	true	true	false	0.0	0.01	0.6441	0.275
ENSG00000170921	26115	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	17	false	true	false	false	0.0	0.049	0.7682	0.629
ENSG00000143374	80222	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	1	true	true	true	false	1.0	0.287	0.9551	0.888
ENSG00000102125	6901	TAZ	tafazzin	X	false	true	true	false	0.0	0.003	0.5445	0.022
ENSG00000121749	64786	TBC1D15	TBC1 domain family, member 15	12	false	true	true	true	0.0	0.0	0.0277	0.077
ENSG00000167291	125058	TBC1D16	TBC1 domain family, member 16	17	false	true	false	false	1.0	0.765	0.8891	0.648
ENSG00000136270	9238	TBRG4	transforming growth factor beta regulator 4	7	true	true	true	true	1.0	0.925	0.9869	0.905
ENSG00000179152	285343	TCAIM	T cell activation inhibitor, mitochondrial	3	true	true	true	false	1.0	0.554	0.8356	0.718
ENSG00000139437	84260	TCHP	trichoplein, keratin filament binding	12	true	true	true	false	0.0	0.081	0.7318	0.621
ENSG00000196116	23424	TDRD7	tudor domain containing 7	9	false	true	true	false	0.0	0.231	0.278	0.139
ENSG00000182134	11022	TDRKH	tudor and KH domain containing	1	true	true	true	false	0.0	0.0	0.1356	0.278
ENSG00000172171	79736	TEFM	transcription elongation factor, mitochondrial	17	true	true	true	true	0.0	0.158	0.924	0.782
ENSG00000164362	7015	TERT	telomerase reverse transcriptase	5	false	true	true	false	1.0	0.012	0.9245	0.947
ENSG00000108064	7019	TFAM	transcription factor A, mitochondrial	10	true	true	true	true	1.0	0.996	0.9226	0.873
ENSG00000029639	51106	TFB1M	transcription factor B1, mitochondrial	6	true	true	true	false	1.0	0.12	0.8513	0.5
ENSG00000162851	64216	TFB2M	transcription factor B2, mitochondrial	1	true	true	true	true	1.0	0.729	0.6124	0.895
ENSG00000041988	90326	THAP3	THAP domain containing, apoptosis associated protein 3	1	false	true	false	true	1.0	0.786	0.9797	0.865
ENSG00000159445	117145	THEM4	thioesterase superfamily member 4	1	true	true	true	false	1.0	0.997	0.9237	0.916
ENSG00000196407	284486	THEM5	thioesterase superfamily member 5	1	false	true	true	false	1.0	0.943	0.904	0.927
ENSG00000185875	79896	THNSL1	threonine synthase-like 1 (S. cerevisiae)	10	true	true	true	false	0.0	0.474	0.6153	0.789
ENSG00000134809	26519	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	11	true	true	true	true	0.0	0.0	0.0319	0.074
ENSG00000132286	""	TIMM10B	translocase of inner mitochondrial membrane 10 homolog B (yeast)	11	true	true	true	false	0.0	0.016	0.0505	0.622
ENSG00000265264	""	TIMM10B	translocase of inner mitochondrial membrane 10 homolog B (yeast)	11	false	true	true	false	0.0	0.016	0.0505	0.622
ENSG00000099800	26517	TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	19	true	true	true	true	0.0	0.0	0.0064	0.058
ENSG00000134375	10440	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	1	true	true	true	true	0.0	0.0	0.0994	0.024
ENSG00000126768	10245	TIMM17B	translocase of inner mitochondrial membrane 17 homolog B (yeast)	X	true	true	true	true	0.0	0.0	0.1111	0.022
ENSG00000075336	29090	TIMM21	translocase of inner mitochondrial membrane 21 homolog (yeast)	18	true	true	true	false	1.0	0.343	0.9736	0.504
ENSG00000177370	""	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)	17	true	true	true	false	0.0	0.0	0.0165	0.051
ENSG00000265354	100287932	TIMM23	translocase of inner mitochondrial membrane 23 homolog (yeast)	10	false	true	true	true	0.0	0.0	8.0E-4	0.09
ENSG00000204152	""	TIMM23B	translocase of inner mitochondrial membrane 23 homolog B (yeast)	10	false	true	true	false	0.0	0.0	0.0011	0.09
ENSG00000104980	10469	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	19	true	true	true	true	1.0	0.993	0.9502	0.85
ENSG00000105197	92609	TIMM50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	19	true	true	true	true	1.0	1.0	0.996	0.924
ENSG00000126953	1678	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)	X	true	true	true	true	0.0	0.0	0.0048	0.119
ENSG00000150779	26521	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	11	true	true	true	false	0.0	0.0	0.0165	0.059
ENSG00000100575	26520	TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast)	14	true	true	true	true	0.0	0.0	0.0394	0.074
ENSG00000113845	51300	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	3	true	true	true	true	0.0	0.018	0.9041	0.095
